Protein	ACTB_1	ACTB_2	ACTB_3	CTNNA1_1	CTNNA1_2	CTNNA1_3	EGFP_1	EGFP_2	EGFP_3	Empty_1	Empty_2	Empty_3	KRT8_1	KRT8_2	KRT8_3	LMNA_1	LMNA_2	LMNA_3	MAPRE3_1	MAPRE3_2	MAPRE3_3	NminiTurbo_1	NminiTurbo_2	NminiTurbo_3
FMNL3	5226.15	4038.09	5519.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FMO3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12675.4	0	0	0	0	0	0	0	0	0
FMOD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13037.4	0	0	0	0	0	0	0	0	0
FMR1	3715.1	1136.04	2602.09	0	0	0	4908.16	4064.15	4113.13	0	0	0	10035.2	3299.11	5065.14	3845.09	0	819.023	2057.06	0	2617.07	0	0	0
FN1	8094.23	6481.17	15145.5	1134.04	0	0	13115.4	15074.5	8344.31	0	5341.17	3307.11	8321.33	4348.19	0	0	0	0	972.033	0	0	0	0	0
FN3KRP	16332.5	12420.4	16673.5	16379.5	24832.7	15528.5	22606.7	24547.7	23046.7	10836.3	34886	27582.7	12001.4	10549.4	16230.5	21106.7	27711.7	9421.34	11910.3	16105.5	8956.27	18893.6	16632.5	21471.6
FNBP1	4360.24	9418.24	4259.13	0	0	0	3473.18	9415.24	8635.26	0	0	0	2446.08	3700.13	3651.12	0	0	0	0	4181.1	0	0	0	0
FNBP1L	18383.5	18516.5	50452.4	0	4630.13	4142.15	21033.6	19582.6	25444.7	0	0	0	20075.6	18949.6	24146.8	0	9100.25	0	10721.3	7158.18	8293.22	0	0	0
FNBP4	16923.6	11501.4	14331.5	0	5435.19	0	34462.3	36060.3	46132.5	0	0	0	2030.05	1651.06	14115.5	15145.5	23633.8	10350.3	0	4056.15	4166.14	0	0	0
FNDC3A	5755.2	2584.12	2485.12	0	0	0	22144.7	19628.6	21442.7	0	0	18478.4	2852.14	1538.07	0	6341.18	3553.09	0	18875.5	1244.06	0	0	0	0
FNDC3B	10922.6	3054.11	4857.13	0	0	0	6363.18	5864.18	10095.3	0	0	0	5390.14	5021.14	8391.25	1966.08	3875.11	1969.08	2023.08	1477.06	1542.04	0	0	0
FNIP1	9380.23	8151.22	13216.3	0	1866.05	1245.03	16518.5	14423.4	18278.5	0	0	0	10961.3	11417.3	15342.4	2560.07	0	0	4557.12	3984.11	4228.12	0	0	0
FNTB	3095.08	0	3688.09	2583.06	2376.06	1421.04	0	4458.11	6651.18	1882.05	0	2744.07	0	0	3002.09	4079.1	4290.12	2592.07	1871.05	1551.04	0	0	0	0
FOCAD	8811.25	9029.26	11403.4	0	2317.07	1287.04	9114.27	10754.4	13567.5	0	0	0	10018.3	13713.3	15649.4	4582.13	9917.31	4266.15	2099.08	4425.12	4877.15	0	0	0
FOLH1;FOLH1B	0	2883.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOSB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	981.036	0	0	0	0	0	0	0	0
FOSL1	0	0	0	0	0	0	0	1125.03	2583.07	0	0	0	0	0	0	0	6617.24	0	0	0	0	0	0	0
FOSL2	4397.17	1808.05	4255.14	0	0	0	13652.4	18483.4	15554.4	0	0	0	0	2529.08	0	14158.4	20800.6	9212.26	0	2571.1	0	0	0	0
FOXD2	0	0	0	0	0	0	0	0	0	0	0	0	0	3628.11	0	0	0	0	0	0	0	0	0	0
FOXD4L1	0	0	0	0	0	0	0	0	0	0	0	0	3761.1	0	0	0	0	0	0	0	0	0	0	0
FOXF2	0	0	0	0	0	0	0	0	1169.03	0	0	0	0	0	0	0	2432.06	0	0	0	0	0	0	0
FOXJ2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3406.09	3379.08	0	0	0	0	0	0	0
FOXJ3	0	0	0	888.025	0	0	4382.16	4736.16	5612.18	0	0	0	0	0	0	5931.18	6759.23	5772.17	0	0	0	0	0	0
FOXK1	0	0	4343.13	0	0	0	15100.4	13031.4	16618.5	0	0	0	0	4105.12	5142.16	6226.18	8121.23	5420.16	0	0	0	0	0	0
FOXK2	0	0	0	0	0	0	8512.22	0	9313.25	0	0	0	0	0	0	6407.17	9477.24	3983.1	0	0	0	0	0	0
FOXM1	0	0	0	0	0	0	1494.06	1821.08	3277.15	0	0	0	0	0	0	1192.06	2145.07	1794.08	1130.05	2790.08	1078.04	0	0	0
FOXN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1841.04	0	0	0	0	0
FOXO1	1611.08	0	0	0	0	0	0	0	7065.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXO3	7908.3	6705.25	7049.24	0	0	0	10370.4	13145.4	19951.8	0	0	0	8329.31	9957.32	14808.5	9040.33	11649.4	4250.13	0	0	3668.09	0	0	0
FOXP1	0	0	0	0	0	0	4756.16	4571.19	6785.31	0	0	0	0	0	0	3354.15	8245.29	2096.09	933.036	0	0	0	0	0
FOXP2	0	0	0	0	0	0	6177.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FOXP4	0	0	0	0	0	0	3307.16	4230.11	13359.4	0	0	0	0	0	0	0	11395.3	0	0	0	0	0	0	0
FOXRED1	998.038	0	0	0	0	0	2312.06	0	1937.08	0	0	0	5641.14	1237.05	1834.06	0	0	0	0	0	0	0	0	0
FPGS	10502.3	3321.08	6238.16	0	0	0	6043.15	8953.2	14551.4	0	0	0	11319.3	8117.21	10550.2	3349.09	6713.17	0	1405.03	0	1903.04	0	0	0
FPGT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9001.22	0	0	0	0
FRA10AC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1758.08	4238.11	7148.24	0	0	0	0	0	0
FRAS1	0	1903.05	0	0	0	0	1628.04	1775.04	2394.06	0	0	0	0	15613.4	0	3518.11	4853.11	2292.07	0	0	0	0	0	0
FREM2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4110.22	0	0	0	0	0	0	0	0
FREM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1693.06	0	0	0	0	0	0	0	0	0
FRG1	0	0	5990.22	1289.04	1064.03	0	10868.3	11654.4	16334.6	0	0	0	4111.14	4394.14	2980.12	7447.24	14515.5	5982.19	2587.09	0	0	0	0	0
FRK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7567.21	0	0	0	0	0	0	0
FRMD3	0	0	0	0	0	0	0	0	4523.12	0	0	0	0	0	0	0	0	1287.05	0	0	0	0	0	0
FRMD4A	0	0	0	0	0	0	0	23008.6	0	0	0	0	20130.7	0	0	0	0	0	0	0	0	0	0	0
FRMD4B	4350.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD6	2297.09	1593.07	2325.11	3209.11	1673.05	2712.09	7601.27	4722.15	14359.5	0	0	0	5668.22	2081.09	8085.25	1245.05	6336.24	3126.12	3132.11	1721.06	2722.1	0	0	0
FRMD8;FRMD8P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2200.05	0	0	0	0	0	0
FRMPD1	0	0	0	0	0	1662.04	0	28064	0	0	0	9781.27	0	0	0	0	887.04	0	0	0	0	0	0	0
FRMPD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13691.4	0	0	0	0
FRY	1001.03	0	2496.07	0	0	0	0	0	0	0	0	0	1699.04	0	3145.08	0	0	0	0	0	0	0	0	0
FRYL	31969.8	26291.7	44536.1	5295.14	6541.19	6076.16	45247.2	52749.4	65699.6	0	0	0	30957.8	30832.8	46551.2	7100.19	9250.27	5601.14	10891.3	10677.2	12608.4	0	2081.05	0
FSCN1	22227.6	16387.4	36781	19962.5	21016.6	13471.3	15259.4	26715.8	32756.9	15493.4	24722.6	18775.5	28057.8	22523.6	32813.9	24312.7	30368.8	17868.5	11909.3	10318.3	20928.6	13936.3	21419.6	21939.6
FSD2	0	0	0	0	1635.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8584.24	0	0
FSHR	0	0	0	0	0	0	0	0	0	0	0	0	0	1212.05	0	0	0	0	0	0	0	0	0	0
FSIP2	12816.4	0	0	0	0	0	0	0	0	0	0	0	17531.5	0	0	0	0	0	0	0	0	0	0	0
FST	0	0	0	0	0	0	5145.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FSTL1	2724.07	0	2831.07	0	0	0	0	0	5418.15	0	0	0	0	0	0	0	0	0	0	1158.03	0	0	0	0
FSTL5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14312.5	0	0	0	0	0	0	0	0	0
FTO	10911.3	8549.22	20212.5	12971.4	14550.4	7109.16	6375.16	16860.4	30155.8	10326.3	18316.5	12879.3	12203.3	12389.3	15992.4	12788.3	17335.4	11992.3	7466.19	5861.14	9895.25	8640.22	11298.3	14211.3
FTSJ1	5750.16	3934.1	8850.29	0	0	0	8434.32	9985.32	10148.3	0	0	0	8005.31	4159.12	12435.5	0	6747.25	0	3800.12	2446.08	3208.11	0	0	0
FTSJ3	7303.19	3508.13	9594.26	2466.11	2282.1	2322.09	21045.9	25929.1	34840.5	1163.05	0	0	7256.27	6685.29	8936.36	14998.4	15569.4	11028.3	2664.11	1692.07	3345.15	1965.08	2532.1	2713.12
FUBP1	15115.5	19506.5	23149.6	4571.12	3475.1	3688.1	58952.9	61743.6	68384.8	0	1789.05	2541.07	11135.4	9984.31	19198.5	26031.7	38663	27859.7	12093.3	11266.3	11630.3	0	2201.07	4383.1
FUBP3	48583.2	13746.4	14555.4	5046.2	6988.17	10781.3	76356	91363.2	109228	4703.11	0	1628.04	74770.8	94789.5	115356	14830.4	15164.4	6080.18	7007.18	16884.4	23225.5	1013.03	0	715.02
FUCA1	0	0	0	0	0	0	2426.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNDC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4830.12	0	10077.3	0	0	0
FUOM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2341.05	0	0	0	0	0	0	0	0	0
FURIN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3281.11	0	0	0	0	0	0	0
FUS	31295	107713	29483	18858.5	23903.6	17704.6	134877	100431	92569.4	12967.5	23371.8	14570.5	24744.9	21915.7	27787	93922.9	124573	49528.8	27126	39214	22874.6	13115.4	14612.5	16387.5
FUT5	0	0	0	0	0	0	14665.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUT8	0	0	0	0	0	0	0	9824.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FXR1	49843.3	44293	53259.4	16172.4	17656.4	13302.3	124172	115140	102041	3481.09	12582.3	12614.3	11952.4	45904.2	56676.4	3658.12	7280.19	3188.08	34353.8	34932.8	32945.8	0	13458.3	1069.04
FXR2	7152.22	2468.09	7167.23	0	0	0	8181.26	9029.31	13206.4	0	0	0	15599.5	15022.5	17154.6	3667.12	0	18577.5	3203.1	2587.08	2238.07	0	0	0
FXYD1	0	0	0	0	0	501.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FYCO1	9574.35	23223.7	23497.7	0	0	0	40803.2	36776	28785.8	0	0	0	14793.4	63849.9	61721.8	1995.06	0	0	3971.1	3242.09	2948.09	0	0	0
FYN	0	0	0	0	1308.07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FZD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11594.5	0	0	0	0	0	0	0	0	0
FZD6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1651.06	0	0	0	0	0	0	0
FZR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27905.8	0	0	0	0	0	723.025	0	0	0
G3BP1	24215.8	22012.5	27691.1	8406.22	9036.22	8542.24	39812.3	41652.7	60956.6	2959.08	1430.06	0	20523.6	21126.9	28042.1	9747.24	14486.4	9353.22	37943	33104.8	32001.8	2020.05	0	2977.12
G3BP2	4781.16	2097.09	1986.1	0	0	0	8187.27	7140.21	8068.27	0	0	0	8998.28	5825.18	9447.29	0	4113.12	1794.05	4391.14	5595.16	5055.15	0	0	0
G6PC1	672.023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
G6PD	197693	169836	213684	75748.1	89622.5	61791.7	294092	273610	273015	30218.8	82771.4	69355.8	233709	208496	314396	86030.5	99165.8	44713.2	94792.5	111413	110568	45884.4	60348.6	61403.5
GAB1	6900.23	5185.18	11553.4	0	0	0	10149.4	0	14655.6	0	0	0	7943.31	8074.3	9631.36	0	0	0	0	0	0	0	0	0
GAB3	0	0	0	0	0	0	0	0	0	0	6394.16	0	0	0	0	0	0	0	0	0	0	0	0	0
GABBR1	0	0	0	0	0	0	0	0	3460.11	0	0	0	0	0	0	0	0	0	0	0	2104.07	0	0	0
GABBR2	0	0	0	0	0	0	0	27551.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABPA	0	0	0	0	0	0	6012.23	7394.3	19273.7	0	0	0	0	0	0	8634.28	13418.5	6878.23	0	2142.06	0	0	0	0
GABPB1	0	0	0	0	0	1459.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9112.24	0	0	0	0	0	0	0
GABRR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737.02	0	0	0	0	0	0	0	0	0
GAD1	0	0	23806.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GADD45GIP1	0	0	0	0	0	0	0	0	23373	0	0	0	6366.26	0	0	0	0	0	0	0	0	0	0	0
GAK	38502	36827.9	41008.1	3385.11	3995.12	4350.12	27143.7	27779.9	29844	0	0	0	27975.9	25448.7	34311.9	7350.21	9628.3	6852.19	8497.23	9903.25	10152.3	0	537.014	2600.07
GAL3ST3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	785.022	0	0	0	0	0	0	0	0
GAL3ST4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3685.16	0	0	0	0	0	0	0
GALE	4030.11	3871.1	6793.18	3369.08	4069.1	2427.07	2565.07	5442.14	9182.21	4231.11	5100.14	0	3837.11	4268.12	4451.12	4524.13	4349.11	2911.08	2454.06	1459.04	3470.09	0	3327.08	3336.09
GALK1	1057.04	0	0	0	0	0	0	0	0	0	4094.12	0	0	0	1824.06	0	0	0	0	0	0	0	0	0
GALK2	0	0	0	0	0	0	0	0	5300.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT1	0	1244.04	8364.27	0	0	0	1464.04	3052.1	3788.12	0	0	0	2529.08	5324.15	4475.14	829.025	1645.05	1076.03	0	481.014	848.027	0	0	0
GALNT11	0	17049.4	0	0	0	0	0	0	799.038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNT14;GALNT16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12657.4	0	0	0	0
GALNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	4853.13	1747.05	0	0	0	0	0	0	0	0	0
GALNT8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20392.7	0	0	0	0	0	0	0
GALNT9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1284.07	0
GAMT	0	0	0	0	0	0	0	3277.13	3400.14	0	0	0	0	0	0	0	2048.09	0	0	0	0	0	0	0
GANAB	36838.1	16799.5	34169.1	13450.4	10391.3	2449.07	54987.6	52133.3	41903.2	1624.06	6346.17	0	34864.1	38470.2	16608.5	10347.3	11197.3	7042.18	4439.12	3805.11	4797.14	1367.03	2505.09	2176.05
GAPDH	67183.2	29138	103841	22166.7	26018.9	12526.4	78616.6	58034	57386	21356.7	27617.9	17639.6	48296.9	42205.4	56696	31906.1	81247.7	30108	28978	21281.7	24891.9	18675.6	50433.7	21868.7
GAPVD1	43300.2	42557.3	70933.3	9173.27	13091.4	9369.27	64484.3	71378.5	94735.9	2881.08	1952.05	0	64636	67149.1	101815	9277.26	15087.5	8172.24	22966.7	21323.6	26441.7	0	0	0
GAR1	0	5527.14	0	3813.1	2742.07	0	0	0	0	2037.05	5429.13	0	5820.17	6681.17	0	4458.11	7342.2	5022.13	0	0	3708.09	0	0	3913.1
GAREM1	1931.05	0	0	0	0	0	0	0	0	0	0	0	0	18345.5	0	0	0	0	0	0	0	0	0	0
GAREM2	0	0	0	0	0	0	0	6908.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GARNL3	0	0	0	0	0	0	6339.19	0	7531.24	0	0	0	0	7870.27	0	0	0	0	0	0	0	0	0	0
GARRE1	3249.12	2824.1	3704.13	0	0	0	5183.18	4442.16	4361.17	0	0	0	6516.22	7048.26	10649.4	0	0	0	0	0	0	0	0	0
GARS1	2379.08	1939.07	6482.16	1177.04	2619.09	1345.04	1978.07	8139.29	10387.4	1852.06	2268.05	2171.07	2572.1	7480.22	5429.13	1900.05	2474.06	1576.06	2484.09	1018.03	1366.05	0	0	0
GART	17720.5	21034.5	29642.9	9236.26	16576.4	11538.3	34561.9	34502.9	40982.1	10641.3	15825.4	11108.3	21929.5	22011.6	27186.8	27443.7	29096.7	24592.6	14586.4	14033.4	7939.26	3368.1	3775.1	12432.3
GAS2L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2475.07	1380.04	2064.06	0	0	0
GAS2L2	900.052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAS2L3	0	0	3869.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7647.22	6024.16	7008.2	0	0	0
GAS6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7354.23	0	0	0	0	0	0	0
GATA6	0	0	0	2547.1	0	0	0	0	9056.33	0	0	0	0	0	4950.19	6052.22	6081.23	3685.12	0	0	0	0	0	0
GATAD1	0	0	0	0	0	0	0	0	4026.15	0	0	0	0	0	0	1568.06	2110.1	1718.07	0	0	0	0	0	0
GATAD2A	1425.05	4675.15	6262.23	3168.11	3476.12	2245.09	23531.9	20670.8	22667.8	0	0	0	5410.2	4106.15	6016.21	11102.3	14722.5	7253.26	7652.22	6870.24	7556.23	0	0	0
GATAD2B	10252.4	7057.23	14550.5	0	0	0	60680.1	52187.8	33214.2	0	0	0	5815.2	4872.16	8717.32	21296.7	34291.1	5376.19	3578.13	5246.19	2177.07	0	0	0
GATB	0	0	0	0	0	0	0	0	0	0	0	0	831.03	0	0	0	0	0	0	0	0	0	0	0
GATD1	0	0	0	2245.06	0	1492.05	0	0	0	1437.04	0	0	0	0	0	0	0	2070.06	0	0	0	0	0	0
GATD3;GATD3B	0	0	0	0	0	0	7229.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBA1	1211.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GBE1	6194.18	6718.18	12825.4	3479.12	3114.08	2368.07	9222.25	10598.4	16256.7	2505.07	3369.08	3081.13	7982.31	7333.19	12400.5	4490.13	4924.21	2714.12	2141.06	2101.08	3063.11	2020.07	3095.07	3218.11
GBF1	16140.4	15560.4	20025.8	2907.12	3429.08	2105.06	22415.6	25300	29509.2	0	0	0	21015.6	21623.6	25401.7	7472.21	6147.27	5575.15	7852.19	12416.3	7287.17	0	0	0
GBP1	1787.05	1258.04	2169.06	0	0	0	2403.07	3367.09	4344.13	0	0	0	1500.06	3312.08	3390.09	1414.04	818.019	941.023	0	1157.03	0	0	0	0
GBP2	0	3043.08	0	0	0	0	4376.1	5827.13	7692.19	0	0	0	3786.09	3981.1	6842.33	2446.06	2492.06	1927.04	0	1557.04	1880.04	0	0	0
GCAT	0	0	0	0	0	905.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GCC1	8849.25	6134.16	12513.4	0	0	0	11438.3	12476.3	16828.4	0	0	0	8938.25	9313.25	12799.3	0	0	0	0	4000.1	0	0	0	0
GCC2	13781.5	13626.5	19753.6	2870.09	2411.08	1909.06	24525.7	22913.6	26582.9	0	0	0	14509.5	13660.5	22010.8	0	4236.12	0	4356.13	7187.21	6288.22	0	0	0
GCDH	0	0	0	0	4684.12	0	0	1093.05	1587.08	0	0	0	0	1576.07	0	6987.18	0	1854.06	0	0	0	0	0	0
GCFC2	0	0	0	0	0	0	0	1047.05	3058.09	0	0	0	0	0	0	0	977.024	466.016	0	0	0	0	0	0
GCLC	0	2761.07	3970.1	1250.03	0	0	12220.4	3386.09	5606.13	0	0	0	4543.12	4587.12	7214.19	2601.07	3681.1	2201.05	0	1629.04	2414.06	0	0	0
GCLM	10128.4	9206.32	13700.5	1366.05	1497.06	3634.13	6083.27	14035.5	16870.7	1514.07	3398.12	0	11306.4	13077.4	20115.7	9155.31	13487.5	6238.22	4475.17	5684.17	3102.1	0	828.035	2322.08
GCN1	60648.8	50111.4	67898	7474.21	10078.3	8274.21	73634	75038.1	70334.9	0	287.01	7203.19	71121.1	69410.8	99802.8	18812.6	26352.7	17369.5	23213.7	21209.6	23157.7	0	1921.06	1874.06
GCNT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4624.15	0	0	0	0
GDA	8258.21	7914.2	12723.3	6599.16	4602.16	6951.17	0	11695.3	13660.3	3374.1	5830.2	5035.17	11466.3	9493.24	12587.3	7344.19	11987.3	3254.12	7232.19	2560.05	8694.21	3943.12	5190.18	3844.12
GDAP1L1	0	0	0	0	1298.05	0	0	0	4865.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDAP2	3115.07	0	0	0	998.024	0	0	0	0	0	0	0	0	0	0	0	2663.07	0	0	0	0	0	0	0
GDF1	0	3874.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF5-AS1	23926.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDI1	10362.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDI2	18316.5	10604.3	19224.5	4669.13	6351.19	1266.04	3254.1	15714.4	18825.5	1750.06	0	1827.06	14338.4	12773.4	5917.17	0	10629.3	6382.17	8052.22	0	3471.11	0	0	1624.05
GEMIN4	28754.8	21036.7	33969	4775.14	4359.11	5516.16	35740	52812.7	76549.9	1122.03	0	565.017	33324	31513.9	43074	22775.7	24605.7	17289.5	6861.21	12733.4	13677.4	920.027	2171.07	1761.05
GEMIN5	25989.9	20347.7	28557	4922.13	6460.18	5948.17	42875.4	35801.3	47640.5	0	2024.06	0	28050.8	27433.8	28983.8	6027.17	10048.3	4085.11	9581.26	9665.25	11140.3	0	1905.05	1616.05
GEMIN6	0	0	6981.24	0	0	0	0	45535.3	33675.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GEMIN8	8036.23	7186.2	10737.3	1117.03	0	1836.06	5348.15	18629.5	29713.8	0	0	0	8746.24	9370.28	13180.4	2195.05	6034.15	3066.09	2051.05	3038.08	2766.08	0	0	719.021
GEN1	830.031	0	4920.2	0	0	0	0	0	5866.25	0	0	0	0	2722.11	3975.1	0	0	0	14695.4	5953.18	8677.26	0	0	0
GET3	0	3743.1	0	0	641.033	0	0	14190.7	0	0	0	14292.7	0	0	14589.4	0	0	3148.08	0	0	2056.06	0	0	0
GET4	4560.14	0	6656.24	0	0	0	5721.19	0	0	0	0	0	8742.28	11439.4	12039.4	9653.3	19853.6	10286.3	0	0	0	0	0	0
GFER	0	2948.1	0	1568.05	2197.08	1549.05	0	0	4409.14	886.031	1884.06	0	0	2136.06	3673.12	0	0	0	0	0	0	0	1200.04	0
GFM1	8254.19	6612.17	10534.3	3437.09	3410.08	3469.08	9956.26	12045.3	14650.4	3196.08	4493.11	1739.05	16463.4	14392.4	24799.6	8112.18	11302.3	6151.15	3686.1	2911.06	4343.1	3220.08	1322.05	4722.12
GFM2	2456.08	0	0	0	0	0	2480.09	0	2185.09	0	0	0	6711.22	1561.06	3034.11	0	0	1300.05	0	0	0	0	0	0
GFOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11196.3	0	0	0	0	0	0	0	0	0
GFPT1	6641.2	4201.13	39375.4	0	0	0	6877.23	8188.24	40969.5	0	0	0	6915.21	5237.18	9418.3	3624.12	3594.12	1868.07	1600.07	2333.07	2691.1	0	0	0
GFPT2	6421.21	0	8619.26	0	0	0	7076.25	8219.29	10408.4	0	0	0	8426.27	7563.26	9215.32	3796.12	0	0	0	0	0	0	0	0
GGA1	0	8665.24	13255.3	0	0	0	4071.14	14416.4	15782.4	0	0	0	10407.3	9709.24	14085.3	0	0	0	0	0	0	0	0	0
GGA2	15008.5	11361.4	20366.6	0	0	2057.05	27443.9	20328.6	23662	0	0	0	19989.6	17436.5	28690.9	966.031	0	0	4625.14	4018.11	18400.5	0	0	0
GGA3	3345.1	1609.05	0	0	0	0	6145.16	934.034	2921.13	0	0	0	0	10817.4	0	0	0	0	0	1614.04	0	0	0	0
GGCT	17061.5	12241.4	21150.6	16140.4	17106.5	8879.22	8195.22	18631.5	20824.6	15670.5	21878.6	20728.6	16203.5	14813.4	16795.5	13099.3	24788.7	12796.4	8108.21	8470.24	13741.4	14389.4	28011.8	17071.5
GGCX	0	0	0	0	0	0	0	4562.19	1419.06	0	0	0	6663.29	6419.26	10308.4	4318.18	14144.6	5814.25	0	0	0	0	0	0
GGH	0	0	0	0	0	0	0	0	0	0	0	0	0	4614.16	0	0	4051.13	0	0	0	0	0	8518.27	0
GGNBP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9936.34	0	0	0	0	0	0	0
GGNBP2	0	0	0	0	0	0	483.025	0	732.031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGT7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3113.09	0	0	0	0	0	0	0	0
GID8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38754.8	0	671.025	558.02	0	0	0	0	0	0
GIGYF1	7893.22	4673.15	77053.6	0	0	0	7946.2	8115.27	7676.29	0	0	0	10192.4	12845.4	14002.8	0	1228.03	0	9905.27	8403.21	7667.21	0	0	0
GIGYF2	161235	140783	201705	29354.9	34414	33796.1	263208	233214	263985	1922.06	2752.09	0	200863	191030	261122	23081.7	29865	15486.5	148688	153600	151159	6192.19	7992.25	9389.29
GIMAP8	0	0	0	0	2589.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GINS2	0	0	0	0	0	0	0	0	3487.12	0	0	0	0	0	0	0	0	0	0	5584.18	0	0	0	0
GINS3	0	0	0	0	0	0	0	4083.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GINS4	6280.17	16063.4	12606.4	0	0	0	11325.3	12093.4	15830.4	0	0	0	11059.4	12404.4	15398.6	4411.13	7523.27	9240.21	2452.08	2018.06	3027.1	0	0	0
GIPC1	8687.3	4355.16	8484.33	0	2392.08	2194.07	10603.3	7271.25	12209.4	0	0	0	6371.24	4902.19	6571.22	3950.13	4374.16	3042.11	2906.1	2500.08	0	0	0	0
GIPC2	0	0	1511.04	0	0	0	938.024	1164.03	1959.05	0	0	0	0	0	918.021	0	0	0	0	0	0	0	0	0
GIT1	9716.27	6801.17	16117.4	428.015	1625.05	0	14792.4	11829.3	15147.6	0	0	0	10128.3	7733.22	13850.4	1079.03	0	1625.07	3061.12	5890.14	3831.15	0	0	0
