Protein	EIF4A2_1	EIF4A2_2	EIF4A2_3	MEPCE_1	MEPCE_2	MEPCE_3	GFP_1	GFP_2	GFP_3
A2M	5225.57666	6285.425293	6682.325195	7687.34375	8481.810547	8810.569336	9304.914062	9602.779297	9617.097656
AAAS	2388.591064	1480.531982	1545.401001	1765.998047	1844.788818	1627.352783	1392.335815	1240.85144	1403.938232
AAR2	253.0650635	488.4573669	276.0880737	592.7176514	682.0002441	657.3893433	906.4152832	726.1098022	814.973938
ABCE1	3169.577393	4031.99292	3970.138916	1952.560547	1393.917725	2122.606934	1381.630127	1648.812378	1376.304199
ABCF1	1560.203857	1460.160034	1462.537354	2141.033447	2610.718262	2259.807129	2727.827881	2322.444824	1726.488647
ABCF2	915.4405518	1211.212891	1540.295532	2039.708252	2187.85498	1628.308594	2425.367432	2668.898926	2871.365479
ABI1	849.1497803	825.3592529	1295.156616	1068.11731	1164.101562	1277.731934	1190.486206	1445.724487	1268.813232
ABRAXAS2	700.621582	455.9829102	686.2269897	587.8101807	737.5200806	702.8977051	408.7937622	550.8927612	434.6784058
ACACA	1426.68042	1266.359009	1484.970825	1790.764404	1988.61499	1929.573853	2051.361328	2053.69751	1849.015991
ACAP2	1372.710938	1420.257935	1587.072998	2268.842285	2207.811035	2064.059326	2183.460205	2153.144531	2733.091553
ACLY	11178.06445	10449.5	11877.73633	13623.56836	12835.5166	12877.21875	15907.59961	12895.3584	13437.24121
ACSL3	1619.260498	1147.91626	2073.79248	1051.138428	1208.499268	1168.108398	1094.362793	889.0524902	878.8594971
ACTA1	10183.09961	7816.764648	996.6090088	13188.33398	11025.72461	2234.262939	0	0	10315.84961
ACTA2	9340.560547	9374.40332	9930.27832	26110.02148	24106.01758	24774.58203	9080.195312	7922.332031	9071.953125
ACTBL2	1695.602661	1488.356445	2714.561279	4497.912598	29532.16992	6410.001953	1723.322388	24632.14062	9733.630859
ACTG1	60823.42188	65614.96094	71020.89062	157703.25	158663.5625	164296.0781	60068.0625	59191.55859	61103.01562
ACTN4	6216.852539	7641.674316	7714.674805	8118.904297	9064.210938	8793.586914	7332.729004	7806.720703	6726.404297
ACTR10	535.8036499	543.8248901	736.2403564	562.9849854	846.4558105	491.5717468	684.9404297	770.6658936	1017.565796
ACTR1A	3987.441406	3025.69043	3926.864746	4229.950195	4654.960938	4884.640625	4277.182617	4464.920898	4897.443848
ACTR2	457.7879639	811.7052002	830.7200317	843.2341309	906.0693359	858.7674561	766.8355103	721.7592163	929.8320312
ACTR3	366.8980713	310.7501221	631.7224121	359.7046509	607.2526855	364.3694458	808.2692871	703.6580811	771.8067627
ADD1	676.9326172	709.0715332	888.2009888	1162.233398	1787.434692	1884.906372	990.5092773	1022.217896	870.3586426
ADD3	402.8155518	266.458374	781.9956665	814.6066284	747.237793	803.3098145	679.2150269	932.9868164	601.9056396
ADRM1	2611.92334	2851.421387	2601.290039	4523.109863	4084.840576	3983.619141	4170.270996	4544.583984	4212.095703
AGPAT1	646.6989746	285.1028442	437.6254883	710.5289307	699.3032227	679.8607178	746.9636841	529.8328247	547.9266357
AHCY	1764.445557	1759.42395	679.9411621	2302.883789	2169.694824	2603.714844	2420.951904	2936.848145	2933.343262
AIMP1	900.7702637	720.750061	914.5708008	1929.505249	1441.144165	1653.312744	1126.73584	1055.690552	1368.682495
AIMP2	668.986145	559.522583	565.1977539	614.5705566	481.1959229	483.4614868	411.2337952	590.0529785	813.012207
AKAP12	523.5495605	508.9749756	796.9933472	1151.47522	1228.848877	1367.439453	882.4338379	925.6152344	1098.048096
AKAP5	32962.00781	26871.97461	30299.07031	0	0	0	0	0	318.071167
ALB	23017.21484	22412.86328	26053.41602	13479.32129	13934.18359	14803.80469	11728.65527	13866.13379	13307.55078
ALDH16A1	513.6990967	423.6135864	511.8904114	518.4141846	488.1054688	689.4190674	771.4365234	871.8040771	1066.598755
ALDH18A1	936.8687744	1441.916992	1051.014404	1687.315186	1663.200073	1964.171509	1448.546387	1469.80188	1956.468262
ALDH1A2	670.7614746	806.9470215	668.2288208	649.3356934	0	668.2858276	1481.276367	1750.53186	1692.596436
ALDH1L1	1160.548462	1301.929565	1195.741943	1128.739868	1133.296875	1312.58313	1364.052979	1538.617432	1165.280396
ALDH3A2	615.7138062	735.7455444	781.5083618	861.2889404	578.032959	979.8251953	625.9318848	678.2346191	795.2420654
ALDOA	4972.586914	6371.033203	5269.50293	5279.31543	5335.961426	5882.396484	9032.914062	8907.117188	9508.669922
ALG13	1037.304443	715.3312378	986.7071533	840.4500732	676.5406494	617.4841919	565.2154541	616.0100098	401.0279541
ALYREF	31319.49609	29756.66406	39042.86328	74840.82812	70549.64844	69530.28125	39765.85156	44705.10938	43896.45312
AMD1	7611.518066	8043.522949	8685.005859	9963.311523	10610.90723	10760.67188	8474.969727	8838.029297	9306.166016
AMPD2	664.6641846	959.2481079	832.4503784	1544.094604	1508.230957	1480.448364	1245.620117	1164.894409	1328.29541
ANGEL2	361.6779175	472.2172241	616.5519409	836.1018677	980.2353516	1138.133789	655.911438	703.8303833	593.3897705
ANKFY1	1575.343994	1902.075439	1827.350952	2620.98999	2617.689697	2416.080322	2534.258057	2722.752441	2101.659912
ANKHD1	803.6933594	1773.012207	564.1837769	2402.536865	2049.043701	1987.755493	1363.757324	1273.236572	1159.619751
ANKRD28	587.1087646	583.3758545	688.6494751	884.225708	847.7251587	905.3059082	685.3078613	603.9667969	550.263916
ANP32A	3414.205566	3484.206055	3516.678711	2386.75	3483.952637	3192.237549	2050.328369	3447.656006	2711.016602
ANP32B	2549.650391	2903.128418	2660.82666	1358.207031	1709.314697	1386.256592	1574.445679	1421.441895	1415.254883
ANP32E	819.2266846	988.9117432	1138.817871	633.1209106	575.0717773	504.8059082	673.3171387	667.4378662	475.3701477
ANXA2	898.164978	1092.092651	2817.402832	4348.763184	4415.736328	882.7907104	1205.935425	3104.599609	2362.272461
AP1B1	487.2700195	610.4333496	804.9845581	758.6621094	884.921814	1029.331299	1190.238159	2274.241455	1510.602905
AP1G1	1073.036133	978.7369385	963.4915771	851.0839233	962.2416992	580.7453613	1176.877563	998.052002	1391.633057
AP2A2	1254.351318	1301.65918	1336.116333	1445.840088	1569.719482	1440.598633	1444.773926	1386.31665	1254.468384
AP2B1	1293.432129	898.965332	961.1565552	1424.068726	1795.947388	2047.703369	1114.369873	1738.787598	1395.646362
AP3B1	3542.943359	2886.321533	2895.206299	3563.233887	4070.483887	3559.026611	4419.384277	3685.240234	3567.450195
AP3D1	2560.668457	2597.089355	2939.248779	3126.713623	3208.379639	3416.800537	2933.251953	2900.89502	3057.45752
AP3M1	1635.29834	1742.264771	1706.845581	2372.374023	2332.886475	2492.386963	2512.381104	2122.60791	2192.312012
AP3S1	1693.910522	1568.022339	1511.638916	1844.458618	1985.421021	2521.839111	1873.957031	1843.461426	2242.337402
APEX1	2029.06189	2059.302002	2368.278076	2282.910645	2748.550293	2317.039062	2298.539795	2333.372803	2343.123779
API5	1209.855713	1050.681396	1719.251709	1759.710327	2017.591797	1991.447266	1875.534668	1641.485596	1890.375366
APLP2	843.8297119	941.4956665	883.0625	1469.720337	1357.385498	1596.094116	1207.727539	1099.118408	805.7688599
APOB	1603.612793	2045.387451	2548.512939	2698.998047	2649.347412	2471.07666	3602.220947	3968.270508	3219.322266
APP	1948.619385	1864.9823	1815.791382	2829.065918	3696.149414	3148.679932	3031.506104	3062.315186	3475.687256
ARCN1	4426.105469	5222.335449	4522.429688	6379.162109	6393.319824	6363.793945	6046.257812	5531.936523	6802.628418
ARF3	8286.398438	5740.962402	5909.40332	6730.708984	6278.679688	6518.036133	7566.037598	6967.854492	7435.012695
ARF4	1821.70105	1520.920898	1445.590088	1252.075806	1875.299927	1968.771362	1497.1604	1670.440308	2013.362671
ARF5	0	0	0	305.4588318	698.1819458	1184.436401	303.9360962	517.3721313	430.8492432
ARGLU1	1157.148438	1385.461426	1812.57959	2762.484863	3121.999512	3211.975342	1655.726562	1798.451904	2168.353271
ARHGAP22	544.545166	497.5947876	578.5465698	724.1875	522.572876	676.8605957	0	387.34198	530.1414185
ARHGAP42	969.0396118	612.2831421	801.4418945	4379.742676	3043.859375	2712.599365	1360.818726	1200.82373	1457.233154
ARHGEF2	1211.091309	1808.41333	1715.695557	2439.919189	1959.519043	1853.759277	1548.865967	1433.885254	1512.751343
ARL1	2488.54834	2162.151367	2168.534668	2691.148682	3594.666992	3453.981689	2783.828613	2891.498047	2627.138184
ARL6IP4	69149.61719	69993.46875	77732.32812	87726.21094	83262.76562	83593.57031	82640.85938	79202.90625	82062.13281
ARL8A	524.7363281	754.8774414	836.6380615	963.1776733	616.6375732	639.4042358	435.4181519	435.9495544	499.3081665
ARPC3	447.4519043	492.6850891	664.87854	780.7040405	911.5198364	904.0205688	1000.773621	887.2459106	1099.420532
ASNS	1526.191772	1761.434326	1831.049805	1293.373291	1078.249756	1134.199707	2748.939941	3089.937988	2692.400879
ATP1A1	3397.62793	4170.707031	3447.275146	5016.711426	4466.50293	4721.625488	2924.335449	3354.813232	3550.901123
ATP1B3	790.8597412	1063.889038	1595.389282	1965.335693	1811.709106	2092.479004	1734.406982	1494.186035	1450.295898
ATP2A2	2699.17041	2725.98877	2726.009521	3536.06665	5054.860352	3548.529297	2407.419922	2545.098145	2646.305176
ATP2B1	1034.78894	1165.436523	1204.973389	1680.47876	2056.38623	2001.61792	1030.7146	1052.601318	1084.959595
ATP5F1A	4283.671387	5237.435059	5361.258789	6248.383789	6172.982422	6354.849609	5089.744141	5654.715332	6025.361328
ATP5F1B	1815.785645	1626.065186	1896.238037	2132.773193	2040.780151	1981.199707	1871.981689	1640.126465	1485.756836
ATP5F1C	941.3820801	1059.106567	1103.544678	2427.730469	1815.163086	2287.549072	1540.212646	1541.985352	1981.984985
ATP5IF1	979.4349976	417.181427	739.2808838	695.7417603	2025.978271	1235.309692	2112.592041	1378.601807	611.2822266
ATP5PO	1015.367493	1134.239502	1312.793823	1556.113281	1385.464355	1567.571045	1076.668945	1095.228027	1543.032227
ATP6AP1	388.503418	433.0304871	162.1917725	522.9072876	682.4998779	779.9112549	419.8601685	471.7868652	406.7593994
ATP6V1A	1286.171265	1112.805542	1338.686035	2298.862793	2281.618408	2189.202148	2120.312988	2351.322754	2261.737061
ATP6V1B2	1356.914062	1138.334595	1662.464355	1818.689331	1828.203491	2029.26123	2415.204834	2594.758789	2007.297363
ATP6V1E1	769.0106201	860.041748	1197.022461	1515.156616	1577.903198	1721.054932	1833.2229	1848.445801	1564.094238
ATP6V1G1	106.0587006	0	300.0061035	411.4735413	381.7277527	478.5532837	568.234375	702.6182251	474.7850037
ATP6V1H	1492.95752	2819.134766	3046.188232	2648.842285	2060.498047	2724.788574	3104.478516	3507.09082	2902.044922
ATXN2	2503.942627	2657.175293	2194.844727	0	0	0	157.3934326	0	0
ATXN2L	7247.20166	8069.909668	8548.110352	2904.597168	3053.094238	2956.273438	2695.473389	3041.623779	2479.33252
AURKB	830.4324951	1312.916992	2388.731934	2166.465576	2676.095459	2030.415161	1496.634277	1661.742676	1350.662354
BABAM1	845.3787231	1079.961426	665.710022	836.0647583	749.8917847	1013.358765	988.0482178	1042.591064	823.0830078
BABAM2	813.8031006	1206.745605	1236.308838	1269.697021	1286.899902	1138.071533	1373.745728	900.5732422	954.7319336
BAG2	9849.101562	9972.318359	11200.42578	8745.609375	9537.464844	9545.283203	9993.895508	8982.201172	9111.803711
BAG5	745.5714111	1103.514893	868.3137207	1356.794556	1358.43457	1238.865601	957.3132324	1309.057617	1210.998657
BAG6	3799.380371	3715.341797	3765.365723	6834.607422	5949.477539	6558.449707	5346.785156	4781.498535	4505.538574
BAIAP2L1	6641.362305	414.7067261	636.0733032	1055.000244	5285.663086	3094.291992	2310.081299	673.5107422	3122.499756
BCAP31	1413.392822	1759.322754	1962.745605	2342.983887	1944.377686	2413.19751	1595.061035	2106.347656	1574.50293
BCKDK	717.045166	890.1049805	859.2592163	1921.569824	1903.864136	1978.002197	1575.209351	1428.484985	1258.490845
BCLAF1	8676.325195	8388.704102	9875.124023	6762.432617	7270.109375	6498.105469	5763.671387	6205.619141	5844.899902
BLOC1S2	1066.452026	969.8081055	903.9816895	1199.014771	1439.526001	845.5697021	1456.607056	1411.579834	1214.042358
BOLA2	2845.891357	2962.283691	3295.796631	3790.088623	3778.73584	3404.690674	3811.493896	3814.752686	3797.5979
BRCC3	1720.01001	1496.012939	960.8237305	2160.341797	2191.698975	2199.80249	1370.09729	2016.035889	2043.886597
BRD2	503.3175659	962.0240479	941.8623657	1148.854492	1179.902466	926.6323242	990.8157959	929.6871338	1077.287842
BRD3	715.8713989	962.8660889	818.8665161	673.6397705	756.8956909	968.7835083	1068.135498	1074.812256	947.3099365
BRD9	350.8416138	284.6468201	517.7794189	590.5415649	425.3214722	524.5012817	603.578125	393.0671387	304.1795349
BRI3BP	2427.389648	2208.57666	2544.708496	3479.686523	3523.993164	3339.769287	1908.231323	2176.984131	1759.039795
BSG	1548.436768	1325.98999	1746.329102	2759.381104	3209.647949	2583.386719	2243.293213	1963.281616	2201.526367
BTF3	1260.396973	2377.333984	2569.205078	2285.431152	2473.13501	1853.602051	2561.495117	2970.385986	3081.861084
BTF3L4	1307.435425	1383.843628	1746.437012	1480.893433	1601.018311	1506.73877	1627.025146	1725.814453	1873.624512
BUB3	1049.894775	1312.458252	1218.733398	1388.490112	1960.435547	1714.829468	1670.964111	1846.682251	1911.720581
BUD31	3573.93335	3040.331543	3026.660889	3076.708252	3294.534668	3251.455811	3232.534912	4522.987793	4360.482422
BYSL	1729.490112	1177.478638	1649.962646	2462.929199	2164.63208	2779.128418	1362.499634	1374.988403	1357.594727
BZW1	1048.482788	1224.837646	1079.128296	1136.78186	1031.508545	1040.244385	1216.490356	1049.44751	999.1262207
BZW2	2521.289795	2441.316406	2359.385986	2533.412598	2740.185059	2527.394043	2336.461182	2693.699463	1775.397095
C11orf98	1857.684692	1856.189575	2121.393799	2467.58252	2725.329834	2697.074463	2076.054443	2252.850098	1853.115845
C15orf40	1859.303101	1769.76062	1695.414062	2761.138428	2552.482666	2302.959717	2329.492432	1734.084961	2360.172119
C19orf53	26268.99023	25421.46484	28809.88867	42767.83594	43184.01172	46227.47266	31775.21875	32998.73438	33869.98438
C1QA	6685.804688	6556.911621	7226.243164	8131.424805	8043.275879	7536.853516	7359.88916	7033.227051	6768.294922
C1QB	2577.508789	2888.666504	3086.245117	3511.777832	3477.057617	3881.618164	3264.502197	3719.941162	3964.512695
C1QBP	25533.52148	35915.86328	38989.51562	2532721	2476225.25	2269653.5	59642.69531	61984.40625	67287.66406
C1orf131	2192.242676	3450.440918	3360.921143	3670.098389	4132.264648	4294.546875	2404.325684	2953.473877	2208.514648
C3	4436.291016	4402.865723	5518.535156	5628.916992	5624.922363	5030.161133	5565.120117	5203.091309	5544.874023
C4A	16137.0752	18932.14453	17976.93359	19648.49805	17218.16797	17056.98047	19303.74805	19311.86914	19429.92383
C9orf78	697.4117432	927.7030029	944.0543213	534.1873169	813.1004028	710.3779297	562.3325806	744.5567627	851.0557861
CACYBP	1770.348267	1762.165649	1536.305908	2038.031982	1715.21228	1784.574829	2152.034668	2079.552734	1834.789307
CAD	5152.270508	5999.171875	6770.460938	10444.70117	10360.01172	9741.891602	11409.53516	10905.76562	11091.75195
CALD1	381.6723938	571.6922607	340.7996826	1961.783813	2170.282959	2227.73999	1296.544312	917.0406494	1071.19812
CALM1	5731.63916	5531.159668	4453.944824	7121.79541	7567.687988	7888.052246	4451.779297	4613.063965	4598.380371
CALR	1044.728516	1042.656006	1249.344727	1121.208374	1157.373901	1012.157471	1285.439453	1273.420776	1253.549194
CALU	993.1503296	1263.824829	1195.676758	2633.294434	2509.234619	2523.829346	2535.081055	2500.540527	2308.049316
CAMK2D	1544.616699	1208.057861	1127.968994	1512.615479	1548.628174	1670.475708	1553.710327	1539.233154	1573.891846
CAMSAP3	1240.443115	1271.330322	815.5889893	2447.64502	2077.591797	2487.968262	1968.465332	2002.773682	1996.746582
CAND1	2203.231934	2075.421875	1977.741821	2236.984619	2253.602051	2143.140625	2775.777588	2419.717041	2435.357178
CANX	14419.27832	8184.612305	99569.40625	9705.147461	11248.36719	11761.85547	8486.918945	9241.996094	8827.544922
CAP1	2730.192871	3306.27124	3288.102539	3685.92041	3941.863281	3896.678955	4482.396484	4834.163574	4674.542969
CAPNS1	494.0835266	473.5093079	370.4136963	430.2554626	327.1601868	328.2627258	533.4680176	478.7355347	457.7998352
CAPRIN1	29349.25195	26470.76562	17760.375	18986.76953	19678.16602	26540.17383	13940.23438	22536.00391	20685.80664
CAPZA1	3964.649414	4774.107422	4381.85791	6156.226562	6227.288086	6384.166992	6341.927734	5737.319824	6357.206543
CAPZA2	1072.795166	1648.371582	1228.405762	1609.785889	1671.083374	1792.908813	2353.841553	2130.880371	1915.571289
CAPZB	2365.384521	1880.48291	2374.301025	3163.62207	3701.357422	2829.603271	3340.80249	3180.520996	3952.536377
CARHSP1	807.9712524	576.7388916	844.7895508	952.0668335	1289.856201	996.0387573	550.8572388	780.1362305	755.3932495
CARM1	619.4819336	624.517334	767.2435913	896.6593628	835.8026123	999.5377808	1654.431519	1485.953369	1474.933472
CBR1	662.7891235	635.8839111	812.6203003	768.1104736	663.6035156	806.6086426	1245.97168	945.7922974	1107.516479
CBX3	136.3850708	324.7553711	365.2813416	479.7365723	437.5184937	761.7391968	315.7026672	480.0181885	303.494873
CBX4	1127.809692	1371.338257	1212.723877	0	0	0	0	0	976.2956543
CBX5	382.9138794	409.5720215	424.8091431	362.5826111	508.6434021	406.821106	329.742981	430.411438	553.2131958
CCAR1	1795.137939	1836.804077	1462.646606	2998.0354	3513.427734	3285.554688	2310.079102	2193.320557	2340.312744
CCAR2	3897.349609	5808.447266	4459.889648	4730.984863	5347.633301	5365.630859	4956.816406	5386.15625	5309.018555
CCDC124	7484.403809	9662.112305	16942.37305	13557.37207	13869.86719	14653.68652	15278.21094	16672.58008	16248.25488
CCDC134	2640.721191	2664.125732	2342.460693	3290.053955	3183.075684	3305.013672	3014.268555	3464.307617	2956.549316
CCDC22	1120.040894	985.9206543	1298.056763	1693.050537	1601.900391	1665.538452	1662.787109	1828.975464	1697.770264
CCDC43	2522.582764	2440.860596	2695.59668	2282.69458	2628.370605	2440.660645	2488.677734	2617.702148	2616.285645
CCDC50	0	243.3148499	0	369.0513916	165.8172607	242.867218	338.9500122	770.741333	609.4876709
CCDC59	1088.994507	1024.487427	1004.032776	880.630249	1321.369141	1044.171631	625.0189819	720.1110229	748.0181885
CCDC61	32639.07422	33714.87109	42476.19922	40751.89453	42736.12109	42478.74609	38105.96875	40853.875	40103.76953
CCDC93	341.0596619	1329.9552	2564.792236	793.37146	678.1512451	1380.771973	911.6424561	1103.004517	648.4651489
CCNB1	0	736.9680786	0	600.0739136	247.4746552	717.7575073	741.2518921	813.6705322	364.6924438
CCNT1	1016.779541	1396.605591	911.6498413	10196.17871	9787.196289	10046.34961	2043.306152	1394.25354	1663.213135
CCNT2	3713.896484	3039.744629	7455.902344	2711.231689	5105.536621	4037.18335	4894.911133	2415.107666	3129.126221
CCT2	38246.64844	30489.96875	32773.44531	51455.83594	52644.16797	43597.94141	35199.25391	38151.97266	38171.73438
CCT3	55809.5	56290.30078	57114.75391	67693.23438	73702.75	69570.19531	65252.27344	65289.38281	65792.53125
CCT4	49376.29688	46935.35547	56860.89453	71146.79688	76601.98438	83499.61719	67896.28906	70538.70312	74034.42969
CCT5	28475.81641	29729.8457	29789.78125	38673.66016	38748.63672	38729.52734	38126.50781	39032.94922	37540.36719
CCT6A	29288.25195	26254.75	32885.04688	39422.67188	42434.59766	45145.58594	36672.17969	39581.97656	39422.01953
CCT6B	152.7567596	8041.098145	0	224.8961029	4589.105469	193.0578461	263.5718079	192.1107788	0
CCT7	26820.09766	23793.57422	27757.69531	42275.28125	43593.09375	47329.53125	43419.14453	47639.78125	46450.89844
CCT8	38409.40625	41825.20703	47479.08594	50192.875	54933.46875	59421.83594	52534.03125	53894.01953	55055.72656
CD2AP	2130.744873	2091.928467	2191.817871	2777.378174	2666.682373	2640.091309	2852.099365	3195.93457	3231.829346
CD2BP2	1784.469971	1501.970337	2309.643311	2135.165527	2366.163818	2406.505615	2294.816895	1353.119995	2289.869141
CDAN1	255.8021851	186.385498	196.0249786	533.3013306	804.1256104	671.8883667	506.1145325	417.1487427	188.5762329
CDC20B	7139.706055	7849.323242	8201.753906	0	0	0	0	0	0
CDC5L	511.055603	350.6576538	376.09552	549.0476074	662.8128662	662.2835693	328.6769714	394.325531	440.2914429
CDC73	854.2369385	634.0963135	970.2236328	1034.118164	1037.75647	1214.102783	1851.10144	2425.531494	2432.614746
CDIPT	830.8792725	893.9862061	1166.206909	1489.205933	1560.865723	1484.352905	1261.786255	1147.661133	1141.070923
CDK1	1180.706909	1239.944824	1690.531494	1894.25061	1692.765503	2137.366455	1721.711304	1795.874268	1870.218506
CDK11B	3713.624512	3824.746582	3855.767578	4264.880859	4392.86084	4352.769531	3458.492432	3796.420166	3390.425049
CDK12	440.0579834	538.5498657	644.5359497	678.809082	538.8920898	1059.544189	844.1981201	844.6218262	1012.134338
CDK4	393.8368225	188.4083862	309.4770508	459.0746765	412.2067566	421.3773193	501.0210876	612.8327637	501.0003662
CDK9	5386.644043	5290.265137	5475.634277	35320.48828	34791.45312	38376.81641	6479.620117	6138.173828	6816.597656
CFAP20	1507.914185	1704.895874	1335.651855	1941.045166	2464.806885	2489.33374	2351.188965	2758.990234	2480.449951
CFL1	3464.74292	4732.970215	4324.088867	4812.916016	4520.061523	4337.108398	4665.474609	4424.085938	4946.446289
CGGBP1	1096.929199	967.7689209	1205.467773	1347.437988	1414.737549	1380.056152	1053.080933	1073.00293	1146.850586
CHCHD1	1727.971558	1583.747437	1677.957764	2592.518555	2838.495361	2788.784912	2525.078613	2166.492676	2064.609131
CHCHD2P9	928.6644897	1493.350586	1334.046875	43768.82812	46231.80469	45576.125	1321.564819	1510.785645	1075.821045
CHD4	1239.481323	1118.899048	1191.096191	1522.496826	1448.332397	1321.109131	1112.750977	1131.996216	1010.128784
CHERP	6396.406738	6960.779785	8272.012695	3416.908936	3616.00293	3923.33374	2413.868164	2392.141113	2486.314941
CHID1	557.0418091	460.1390381	579.164856	1047.188232	914.0485229	862.7983398	832.9662476	848.1403809	738.2421265
CHMP1A	1397.747314	1021.27063	1254.608032	1391.31311	1446.690552	1454.406494	2216.190186	2211.116699	3053.960938
CHMP2A	1055.980347	846.4174805	822.2935791	1099.857056	974.0395508	776.1467285	925.364502	1033.956665	874.1952515
CHMP2B	769.6290894	941.2341919	1708.123169	983.8096924	1289.69043	1095.056274	1310.417358	1005.082336	1521.189453
CHUK	981.1606445	1538.508423	1847.027588	1528.436035	1475.908081	1757.851562	1488.515381	1871.806885	1598.533447
CIR1	10833.38379	10551.50781	11412.98535	5508.90625	6144.320801	6164.071777	11101.61328	9987.146484	9686.421875
CIRBP	14755.54492	15133.08691	16708.18359	27479.51953	28456.53906	29160.46289	26033.2832	27263.65625	26603.5957
CISD2	1158.084961	812.0402222	967.2976074	1284.407959	1213.230469	890.3234253	1201.533325	1045.973755	1279.136597
CKAP2	524.5023804	576.9415894	518.4160767	305.8519287	530.7097168	498.2634888	503.2528687	234.5965271	336.947937
CKAP5	1114.337891	1627.921997	2062.903076	2120.622559	1502.566162	1708.970215	1617.408691	1665.70874	1783.442993
CKB	6203.406738	5965.979004	7721.575195	4338.609375	4559.90332	5062.725586	6547.787109	6609.364746	6648.138184
CLASP2	1869.18042	1869.10498	1803.422607	1689.736328	1894.861816	2195.572266	1681.389648	1697.584229	2329.429688
CLCC1	327.401062	274.1618652	0	769.112793	745.9204712	820.5812988	415.5831909	403.268158	589.8919067
CLINT1	270.84375	298.1839905	307.6854248	236.3516846	442.317749	454.3951416	154.4116058	307.3807678	346.4004822
CLIP1	666.4512939	754.1860352	753.7189331	1250.774658	1334.138062	1243.663696	1374.330688	1930.812256	1916.677246
CLNS1A	36686.73828	37557.96094	44305.68359	45690.93359	45807.33594	46222.73047	47374.23438	43031.28125	49580.85938
CLPTM1L	466.5637207	474.5361633	532.3325195	650.1115723	550.6112061	604.7685547	382.1171875	471.1234741	278.9000854
CLPX	1149.297607	1169.441772	1114.537354	1383.867188	1151.551147	1324.178223	1232.494385	870.944397	1126.116699
CLSPN	585.3706665	718.7963257	697.5228882	756.5650024	726.4107666	853.5835571	1096.900391	827.4285889	1208.269409
CLTC	1564.012939	2058.993652	2201.898193	1690.867065	1761.424072	1634.606323	2036.027222	2213.938721	2218.626953
CLUH	2454.47998	2904.005127	3625.776855	1754.068115	3123.106201	2275.25708	2201.920654	1812.968506	1573.643799
CMAS	820.770874	1058.385376	1197.529541	4420.694336	5021.636719	5424.938965	1618.006836	1463.305298	1469.957275
CMBL	48272.66016	43793.60547	51416.01953	50477.58984	53019.26562	52539.70312	50399.97266	53376.17188	52610.875
CMC1	669.4278564	721.1293335	1015.698853	1055.277588	1072.256592	1009.037231	1223.03772	885.3769531	1360.549561
CNBP	11282.51074	12164.20801	13022.08984	16404.56836	15583.90039	19395.0957	15259.67578	16883.15039	15299.03418
CNIH4	3427.036133	4033.371338	3680.629883	4567.447754	3629.756348	4827.241699	3310.033936	3639.385254	3778.463623
CNN3	593.5565186	589.7737427	672.3301392	998.0749512	826.2054443	832.6428223	646.9173584	801.9862061	855.1155396
CNOT1	981.3425903	860.2084961	1071.763672	1023.708557	1430.381714	1245.559082	1295.780884	1411.499512	1425.843628
CNOT9	430.9440613	356.7587585	657.9458008	822.7960815	945.5922852	831.2252197	786.1854248	577.2446289	640.7662354
CNP	613.7801514	1776.527222	2219.539795	2025.292236	1668.790161	1651.87915	1716.537354	1266.352905	1911.120972
COG2	0	790.4892578	0	638.4104004	0	801.9779053	592.7182617	0	0
COG5	680.7720337	1041.314697	808.4453735	717.3266602	887.4563599	1266.264282	1457.100586	1302.469971	1388.017334
COG7	1091.286621	1237.88501	1189.771484	1240.207275	1572.557617	1517.78186	1407.602295	1716.110352	1891.580444
COIL	2867.064453	3364.58374	3764.041992	3559.249756	4068.894043	4769.489746	2034.616455	2413.107178	2549.543457
COMMD3	697.3652344	861.8400879	537.5365601	1032.806885	1100.294678	840.6595459	933.7771606	0	971.668457
COPA	7110.333008	6520.419922	6583.023926	8713.241211	8816.800781	9676.698242	8744.22168	8138.335938	7598.768066
COPB1	6507.092773	6655.0625	8136.446289	11024.28613	10796.27832	11154.79785	10316.29492	9771.236328	10137.76074
COPB2	5424.455566	6137.21582	6778.455078	8600.032227	8725.652344	9169.320312	9187.805664	7909.199707	9055.402344
COPE	4499.361816	4247.166504	5224.373535	6733.699219	6381.927246	7079.446289	6747.181641	6964.755859	6806.195801
COPG1	2312.455322	2562.994385	2639.329102	3361.52417	3068.774414	3086.425781	2451.353271	2243.043457	2842.90625
COPG2	2973.038086	3666.451904	3912.693115	5999.378906	5800.26123	6515.100586	5218.446289	6343.459961	5613.762207
COPRS	910.307373	1324.222656	1368.894287	1330.620605	1387.097046	1331.796631	1568.511353	1851.585693	1800.778687
COPS2	1502.328247	1710.37793	2093.481689	2778.163574	2622.006348	2700.197266	2659.585205	2491.919922	2639.518066
COPS3	1398.424316	1752.002441	1755.170288	2038.545166	1864.651489	1805.99585	2088.061035	2129.88916	1862.071533
COPS4	1338.114502	1227.535889	1306.708496	2249.729736	2105.809082	2451.157715	1729.612061	2334.391846	2035.782715
COPS5	1621.324707	1064.750977	2566.210449	1207.001343	1286.854004	1621.929688	1690.082031	1378.221069	1601.367554
COPS6	1635.232178	1573.551025	2267.960205	2538.984375	2823.049805	2758.066895	2701.162109	2815.70166	2734.422607
