Protein	Empty_1	Empty_2	Empty_3	EGFP_1	EGFP_2	EGFP_3	EGFR_1	EGFR_2	EGFR_3	PDHA1_1	PDHA1_2	PDHA1_3	RAB11A_1	RAB11A_2	RAB11A_3
DUS2	0	0	0	49795.09	55298.09	94157.61	0	0	0	0	0	0	35304.703	14290.8125	0
SIRT5	0	0	0	0	0	0	0	0	0	0	0	10220.146	0	0	0
ELOVL2	0	0	0	0	25303.371	0	0	0	0	0	0	0	12996.342	0	0
GFOD1	0	0	0	0	0	0	0	0	0	0	0	0	0	3783.6375	0
MTMR10	0	0	0	0	0	0	119525.15	129185.78	108809.09	0	0	0	0	0	0
SMPD4	0	0	0	0	29510.23	0	0	0	0	0	0	0	0	0	31161.578
CWC25	0	0	0	0	0	35372.64	0	0	0	0	0	0	0	0	0
TEX10	0	0	0	51490.066	115779.36	91282.11	0	0	6426.8853	0	0	0	33603.645	8884.935	38131.48
CNTLN	0	0	0	0	18617.129	0	0	0	0	0	0	0	0	0	0
THUMPD1	0	0	0	0	0	0	0	26398.238	35022.273	0	0	0	0	8438.346	0
TRMT1	0	0	3197.6638	22330.973	0	0	0	0	0	4442.5083	27742.273	39473.605	32320.95	0	9064.311
FBXL12	0	0	0	0	103115.82	0	0	0	0	0	0	0	0	0	0
MCM9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GDAP2	0	0	0	0	34447.54	0	0	18647.008	0	0	0	0	0	23328.408	0
NDE1	0	0	0	90425.39	37574.195	39504.367	0	0	11618.743	0	0	0	0	0	0
BABAM2	0	0	0	60765.516	41550.293	47164.098	0	0	17057.709	0	0	0	27992.889	0	19238.578
ING3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDKN2AIP	0	0	0	59257.805	92759.72	123570	9558.269	11805.746	5426.629	0	0	0	29789.441	11048.085	19219.826
ALKBH4	0	9488.515	0	0	0	0	0	0	0	0	0	0	0	0	0
NSMCE4A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GAR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP4R2	0	0	0	0	54031.844	36478.484	0	0	42079.637	0	0	0	67009.17	0	0
DPP3	0	0	0	221303.44	179659.81	75132.16	0	0	0	0	0	0	59168.72	40699.75	93554.93
CACNA2D2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AATF	0	0	0	465739.88	718468.5	430570.38	0	0	0	0	0	0	101078.69	41435.39	0
ETAA1	0	0	0	37492.992	44820.22	72694.91	0	0	0	0	0	0	0	0	15333.252
DDX56	0	24719.244	0	54399.574	142066.17	137604.78	347663.72	378570.5	319922.12	89648.32	121127.12	156729.98	335972.88	191894.1	75465.13
B3GNT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTMR4	0	0	0	37020.992	30088.553	110789.79	0	0	0	0	0	0	24373.293	9082.8	0
TERF2IP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABI2	0	0	0	0	0	0	28902.922	0	28939.912	0	0	0	24174.695	0	0
BCLAF1	15588.716	16227.167	20597.521	1577895.6	1380916.2	1244629.2	131991.61	79816.86	103874.92	32099.256	82694.555	115147.88	229213.75	152246.16	258014.8
UTP6	0	0	0	214291.33	239569.25	143749.12	76976.84	139685.6	68035.41	0	0	0	32796.676	61975.117	68387.34
PSD3	0	0	0	46170.93	39813.734	0	607480.2	588015.5	656882.44	0	0	0	6257.8643	6870.334	74762.57
TAB2	0	0	0	390940.5	322253.88	295159.62	85726.06	57472.465	98938.23	0	0	0	202324.3	106021.39	175061.56
MRPL39	0	0	0	0	0	0	11142.0625	0	13716.065	6570.6797	27399.486	80585.19	0	0	16588.035
MAP3K20	0	0	0	0	15376.88	0	0	0	8979.866	0	0	0	12032.113	0	9591.991
TMOD3	0	0	0	578420.56	750316.2	643244.06	591934.1	355392.4	307715.38	0	0	0	399068.56	537653.2	459490.78
DONSON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ELOVL5	0	0	0	41261.79	87648.25	73955.805	39316.867	56284.1	43107.89	0	21022.443	19323.979	102683.12	44761.242	60738.285
MIS18A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CELSR1	0	0	0	103551.39	0	79076.28	28142.043	52008.08	0	0	0	0	90208.35	0	81423.24
NKIRAS2	0	0	0	0	0	0	21260.33	21443.027	24845.035	0	0	0	29323.24	22960.242	27935.516
ZNF226	0	0	0	0	0	74060.33	0	0	0	0	1159.6326	0	0	0	0
UGGT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UGGT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CDK12	0	0	0	277256.66	457605.5	393990.3	0	0	0	0	0	0	22182.818	0	13145.279
RBAK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FASTKD2	0	0	0	37367.098	19684.066	20273.68	17505.736	104005.63	18277.953	90998.36	342619.03	216452.7	56096.594	16448.977	10540.029
GTSE1	8082.665	0	0	424717.9	266991.4	408566.7	167760.48	140643.88	163108.3	0	0	0	113588.3	146599.83	110396.984
TECR	10948.099	46434.473	32295.807	309407.88	268669.97	295713.38	290854.22	230435.2	364067.06	31347.953	30280.912	94890.266	269267.28	185202.22	332366.2
ERAP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBAP1	0	0	0	0	0	29447.625	0	0	0	0	0	0	0	11904.57	13819.048
CISD1	0	0	0	0	0	0	152584.25	0	150948.19	15207.244	9473.811	0	243510.66	0	0
GGA3	0	0	0	0	0	0	0	9772.876	12742.21	0	0	0	24388.787	18656.668	24855.922
PODXL2	0	0	0	0	0	0	58893.28	57393.797	85440.734	0	0	0	645208.75	690727.44	577505.4
C9orf78	0	0	0	0	0	0	0	0	0	0	0	0	0	62627.844	0
STMN3	26466.426	48670.316	16547.967	42549.246	0	0	0	0	0	17831.055	27396.104	0	0	0	27960.123
FAM120A	0	0	0	161314.28	22779.354	82582.05	102099.59	27613.291	52854.414	0	0	3024.4033	96248.48	32467.494	65555.61
MOCS1	0	0	0	0	0	0	0	0	0	5285.7427	34751.875	0	0	0	0
SMARCAL1	0	0	0	0	30046.062	0	0	0	0	0	0	0	0	139483.94	0
SPG21	0	0	0	0	0	0	37747.33	29948.65	34084.61	0	0	0	13197.6455	27319.238	0
GPRC5B	0	0	0	0	0	0	0	0	0	0	0	0	33181.05	143001.7	73977.625
IGF2BP1	28970.041	61582.055	18611.688	221066.4	411129	371231.9	355391.56	262219.2	305816.25	67007.24	138240.06	98623.41	317871.75	345610.5	292751.7
DTL	0	0	0	0	25960.998	23727.754	0	0	0	0	0	0	0	0	0
SACS	0	0	0	558821.56	746150.9	450682.66	75359.2	82002.71	158423.19	0	0	0	723715.75	622618.94	735599.25
EIF2AK3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COQ3	18333.902	20480.666	19074.355	26128.225	29421.71	27551.4	0	0	0	0	27042.852	30034.717	86513.516	37348.324	75576.3
MTCH1	0	9107.449	0	0	0	0	0	0	0	0	0	0	12584.86	0	0
HSPBP1	0	54873.758	14009.482	0	34250.98	28852.623	88942.31	91650.234	81172.04	20830.262	20573.504	22432.117	111438.33	88913.38	122202.2
ITSN2	0	0	0	56969.934	0	0	135974.44	137625.48	168864.27	0	0	0	42983.176	17653.836	0
BICRA	0	0	0	41416.562	130907.95	71137.36	0	0	0	0	0	0	0	0	0
NOP53	0	0	0	73387.2	80626.81	19610.953	0	0	0	0	0	0	0	0	0
ARHGEF12	0	0	0	0	32848.875	0	94442.66	73485	44184.305	0	0	0	0	7404.318	0
CNOT2	0	0	0	13246.89	21477.39	79923.77	34223.6	0	0	0	0	0	0	20234.172	0
NCKIPSD	0	0	0	114943.44	41060.06	46512.38	91102.98	80462.58	129016.64	0	0	0	34157.742	43567.25	36963.797
LRP1B	0	0	0	0	0	0	0	0	0	0	0	0	91553.305	50022.42	67149.91
CALML5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OGFR	0	0	0	0	5741.6235	36189.98	12149.192	24923.492	0	0	0	0	21283.242	61058.78	32824.85
LMCD1	0	0	0	0	0	0	0	23623.21	0	0	0	0	25272.19	0	0
SELENON	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PALS2	0	0	4340.0947	0	0	0	28147.973	18946.145	31515.39	0	0	0	58788.758	23486.574	18341.55
CHMP5	0	0	0	61841.977	203875.34	62958.92	157720.17	218651.56	196325.6	0	37542.555	12882.876	194048.1	107429.78	152270.4
COMMD9	0	0	0	18365.912	18394.035	0	0	0	0	0	0	0	17068.797	0	10436.062
CNIH4	0	12122.419	16836.922	116851.125	171506.69	0	227599.28	250254.47	277930.38	23649.992	43348.668	47770.19	172053.66	222176.78	177080.11
CWC15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17528.938
MRPL15	0	0	0	0	0	0	0	0	0	0	10583.039	15341.785	0	0	0
THYN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC59	0	0	0	463556.38	482779.1	422383.9	0	52897.52	0	0	0	0	82548.695	43424.28	75239.53
NDUFAF4	0	4948.581	0	35444.21	67022.945	0	169048.3	166592.78	162341.75	130470.82	283817.75	157755.55	172003.75	101464.05	48547.086
HACD3	31875.145	48012.332	74297.46	1217143.2	843388.1	998573.6	874286.1	910957.1	955316.8	67552.22	225072.56	179377.55	1177353.2	1062587.6	993879.25
PDP1	0	0	0	0	0	0	0	0	0	0	11558.062	7635.1533	0	0	0
KCMF1	0	0	0	0	0	0	0	9625.054	0	0	0	0	0	0	0
RAI14	0	0	0	152114.4	238424.22	157018.45	3893412.5	3854539.8	4368466	0	0	0	1343334.1	1758655.2	1600050.8
VAPA	6261.0933	10386.655	7031.243	160220.84	1510841.8	67214.26	290741.12	198904.56	289653.8	0	0	7806.6274	400566.3	200469.4	205621.33
MACROH2A2	0	0	0	21675.36	13391.271	0	0	15644.388	14551.935	0	0	0	34860.59	13900.52	18467.064
MRPL27	0	0	0	0	0	12385.354	0	14501.064	0	0	13791.8125	15085.109	0	0	0
TBC1D7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSKIP	0	0	0	0	0	0	0	0	0	0	0	0	0	117573.48	0
TMEM9	0	0	0	0	0	0	0	11499.206	13242.334	0	0	0	45252.094	42050.617	30080.121
SENP1	0	0	0	92245.95	92369.78	33581.617	53807.78	31018.459	26790.572	0	0	0	25109.148	0	19042.494
CXXC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SH3BP4	0	0	0	0	0	0	188462.7	165540.19	373713.78	0	0	0	20097.885	0	18084.885
SEPTIN10	0	0	0	475919.97	432316.5	411806.62	636469.75	505910	537505.75	0	0	0	539949.3	798925.06	534846.25
HMG20B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA7	8351040	6993194	6806978	2513031	0	3382302.8	7005594	6681805.5	6914824.5	3040707.5	2686205.2	0	0	0	0
ABRACL	18974.402	0	0	118848.01	173099.6	94960.28	47952.58	0	56764.92	0	0	33282.773	142616.52	77558.91	111062.12
VPS54	0	0	0	29772.723	0	0	0	0	0	0	0	0	16304.604	0	0
CAMSAP3	0	0	0	98666.13	100881.266	150560.03	13445.176	21368.135	42233.105	0	0	0	22746.705	0	0
PHRF1	0	0	0	203934.78	280834.38	200300.36	0	0	0	0	0	0	0	0	0
CALCOCO1	15799.574	24224.846	43157.984	0	0	0	0	0	17868.084	6650.291	17911.604	32046.547	36877.863	43235.57	23161.629
BTBD7	0	0	0	0	0	0	140846.6	117980.42	145998.25	0	0	0	59457.977	76945.94	85782.055
KIAA1522	0	0	0	0	12939.157	0	262844.88	191618.17	311500.4	0	0	0	0	0	12367.055
CEP72	0	0	0	0	6778.4717	12638.049	0	0	0	0	0	0	0	0	0
PLCE1	0	0	0	19981.643	11977.314	0	0	0	0	0	0	0	0	0	0
POGK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CCDC88C	0	0	0	288182.6	309316.22	204809.88	148344.05	50306.508	82295.5	0	0	0	30928.953	0	40770.89
ZFAT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LRFN1	0	0	0	0	20424.168	0	0	0	0	0	0	0	0	0	33386.05
STIM2	0	0	0	31501.91	0	0	47426.703	63916.703	80447.67	0	0	0	35090.344	41162.43	31691.865
VPS18	0	0	0	0	20341.61	0	21956.436	23208.629	16200.844	0	0	0	176012.94	88424.664	130540.38
RCC2	1870018.1	2485606.8	1504291.2	2635298	2261744.2	2174067.8	1852173.1	2093917.8	1567887.5	1174582.4	1429447.5	1805315.6	3423735.2	3241820	3282834.5
RELCH	0	0	0	110526.03	27164.283	43119.473	75266.15	64191.78	71184.8	0	0	0	2245430.2	2694051	5129532.5
DIP2B	0	0	0	0	123373.41	54483.67	275657.7	218856.75	280104.56	0	0	0	72932.56	29048.29	101036.82
JCAD	0	0	0	163696.92	240138.97	178683.47	0	0	0	0	0	0	0	0	13758.564
SLAIN2	0	0	0	7873.3936	0	0	0	0	0	0	0	0	0	0	0
TENM3	0	23041.797	0	0	0	0	26797.67	0	82678.14	0	0	0	0	16971.746	0
USP36	0	0	0	99874.79	101687.75	85810.91	0	0	0	0	0	0	16038.101	35551.17	43144.066
BAHCC1	0	0	0	0	19009.578	0	0	0	0	0	0	0	0	0	0
SEMA5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BCCIP	10976.194	55134.72	36263.844	236494.72	511423.5	278558.88	398680.75	373501.3	466729.5	0	0	0	2333700	1770962.6	2118191.2
STK26	0	9611.438	8358.49	547911.7	727838	664020.9	621738.3	640301.7	773578.1	0	10400.069	32817.465	773101.9	879055.56	720920.4
PTGFRN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTTNBP2NL	0	0	0	22466.121	0	60323.164	0	0	0	0	0	0	0	45420.094	70815.125
CFAP97	0	0	0	129973.766	155810.17	132001.36	80969.83	60137.04	126662.82	0	0	0	56559.562	113840.04	148446
IBTK	0	0	0	550453.1	330888.44	379172.2	74027.91	56499.418	126982.11	0	0	0	83863.51	141641.52	88308.06
CHD7	0	0	0	507503.97	366079.9	728762	0	0	0	0	0	0	0	0	0
HEATR5B	0	0	0	0	16619.834	0	0	8214.017	9909.676	0	0	0	358261.25	391393.66	317927.06
FAM135A	0	0	0	0	71809.91	91679.34	381889.53	670609.56	491495	0	0	0	798564.5	1130108	945155.6
CHPF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RRBP1	0	9649.946	0	34615.973	53389.914	45884.5	132268	96237.38	128321.6	0	0	11922.047	125761.875	339030.38	434422.1
STOX2	0	0	0	0	0	0	77468.45	51052.69	87691.336	0	0	0	0	42085.723	0
SIPA1L2	0	0	0	313668.12	370103.62	350117	205481.7	164665.19	205709.16	0	0	0	962832.56	1171211.1	970699.3
ANKIB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23722.96
CEP126	0	0	0	0	12708.702	0	13290.864	13767.631	0	0	0	0	0	0	0
CPSF2	0	0	0	116731.7	89774.88	137749.23	12803.754	20291.324	0	0	0	0	36362.25	39416.86	13813.391
KLHL9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LARS1	53041.848	111189.266	84520.31	1949965.9	1495478.1	1506434.1	1357190.5	1229299.9	1504783	237548.97	415060.34	504142.44	1740296.9	2035892.2	1649105.6
PDP2	0	0	0	0	0	0	0	0	0	7556.726	13377.805	36272.8	0	0	0
TXNDC16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MYEF2	0	0	0	0	12763.03	0	0	60465.92	0	0	0	0	14597.512	0	22878.373
EIF2AK4	0	0	0	20769.428	25924.61	21658.451	0	0	0	0	0	0	17653.746	0	0
WDR35	0	0	0	0	18407.137	0	0	0	15470.17	0	0	0	0	0	0
TBC1D14	0	0	0	12885.205	0	0	39946.184	84192	124263.03	0	0	0	1506246.9	1675297.2	1476939.5
CGN	0	0	0	562190.6	762637.75	769584.5	0	0	0	0	0	0	0	0	0
RBM27	0	0	0	1060404.9	934651.94	1282053.6	105543.92	89565.914	113549.19	0	0	0	84089.14	37325.36	31205.426
KANSL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NYNRIN	0	0	0	8922.142	92638.5	339590.2	539379.1	0	0	0	0	88618.234	951669.25	0	3975.048
ANKFY1	9767.119	12147.601	6862.299	0	0	0	54528.07	102286.01	90259.44	0	0	0	66601.74	0	206734.98
SUCLA2	0	8360.658	9615.4	98788.53	158919.05	151524.34	71120.41	52305.703	79785.83	50469.58	92483.45	143353.89	196526.78	116246.14	185335.69
WRAP73	188555.4	258277.52	192193.88	314623.97	261956.45	219524.69	368542.12	397560.06	201263.31	160438.16	253574.05	253115.83	427388.22	486797.78	488728.75
PSMC3IP	0	0	0	0	0	20572.535	0	0	0	0	0	0	0	0	0
STX18	0	0	0	15699.33	0	0	51026.656	0	25992.572	0	0	0	59709.652	174733.84	108739.195
DPM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ATXN10	0	0	4104.669	118717.07	199723.22	158680.67	134743.02	99879.97	120073.03	0	5214.2686	7937.171	131971.98	144262.11	120118.26
MBD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCDN	0	12571.31	10378.521	178749.42	123991.8	97452.54	88630.39	88397.04	67647.75	0	4977.6445	0	98033.95	74186.16	80730.21
TFIP11	0	0	0	1844373.5	1497488.9	1384626.5	62087.773	21735.873	101212.51	0	0	0	99624.53	113265.734	54429.43
EPS15L1	0	0	0	498433.75	713692.3	620159.75	1808578.9	1642489.5	1921677.9	0	0	0	747588.56	919431.44	843282.2
DNMT3B	20773.945	0	0	9102.468	0	0	0	0	0	0	0	0	0	0	0
ORC3	0	0	0	47306.953	119365.7	98950.46	0	0	0	0	0	0	0	0	23914.512
SAE1	0	0	0	10045.484	20951.89	0	0	0	0	9412.321	18169.852	5788.468	32161.303	0	0
COPG2	0	0	0	139545.88	88940.42	58222.87	142942.78	27279.004	51986.613	0	11382.967	0	166538.33	120102.65	102371.09
PI4KB	0	0	0	19466.19	110604.34	163662.28	179742.56	131157.23	230101.72	0	0	0	3089701.2	3262186.2	3252997
MRC2	0	0	0	0	0	0	0	0	0	0	16159.076	0	660562.7	521236	571642.25
XPR1	0	0	0	0	0	0	211997.84	332208.56	270771.47	0	0	0	430289.38	316974.75	411395.34
COMMD3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
STOML1	0	0	0	0	0	0	12483.788	0	20815.4	0	0	0	0	15172.018	15575.674
HECA	0	0	0	33914.062	26177.416	0	0	0	0	0	0	0	26888.62	17892.465	17844.523
ASH2L	0	0	0	0	0	41367.684	0	0	0	0	0	0	0	0	0
DHCR7	0	0	0	34688.535	44648.703	26099.992	46574.547	44313.36	53369.906	0	0	6111.7363	60876.395	62004.75	74719.016
SPAST	0	0	0	0	0	0	22940.32	0	0	0	0	0	0	0	0
GULP1	0	0	0	0	0	0	26065.473	0	71922.29	0	0	0	0	0	0
VPS29	0	24240.727	0	0	37776.82	15588.062	85355.69	114332.234	69057.08	32812.25	39686.965	24873.018	73936.36	111601.2	83289.5
EIF3K	41969.297	65489.336	72793.516	36737.73	67497.195	62614.89	244045.72	212851.62	222485.23	57691.938	73231.086	59319.73	158697.4	144346.61	202596.92
GRHPR	0	0	0	0	0	20878.05	10857.346	16574.684	0	0	12762.376	10386.528	62992.44	22226.18	27591.15
RPS6KB2	0	11517.098	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF14	20943.79	0	0	0	0	0	0	0	0	0	0	0	11212.537	0	0
SUCO	0	0	0	0	0	0	4882.3794	6641.8184	0	0	0	0	0	28132.754	195029.28
UBA2	0	0	0	180564.92	159402.52	198508.83	108262.05	119021.79	144603.69	0	46817.82	59224.953	67129.01	92950.12	108304.31
POLK	0	0	0	157838.97	226849.94	223356.14	7695.053	0	0	0	0	0	0	0	0
CTNNAL1	0	0	0	28860.8	0	0	58118.117	68255.625	88908.47	0	0	0	15868.371	13580.275	5586.7744
DBF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MORF4L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NXF1	5907.218	4894.9116	30581.996	83658.94	26297.986	99236.97	65695.78	30035.11	73841.47	0	16584.398	20231.184	80900.38	63234.67	38642.684
SEL1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEF1	257606.02	299248.56	299611.25	330554.2	404448.9	180379.03	307837.4	338794.56	266409.12	212646.55	167013.22	310022.9	702150.6	604548.7	631985.94
ZMYM2	0	0	0	446391.78	568927.75	366947.97	0	0	11873.507	0	0	0	52024.984	12182.689	13044.031
COPS7A	0	0	0	29096.582	19820.033	16216.259	0	15486.87	0	0	0	0	16699.205	14687.055	16630.438
SLC25A10	0	0	7520.7803	29164.922	20315.232	49507.707	87802.62	81850.19	82275.3	0	22416.441	22322.959	118758.42	117808.234	192652.52
APEX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
REV1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AASS	0	0	0	25723.797	12261.236	4374.302	0	0	0	58558.71	222219.27	282597.4	9846.557	0	952796.06
CLIP2	0	4565.499	0	10389.078	0	0	0	0	0	0	0	0	0	17119.22	0
ZNF212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTFP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TJP2	0	0	0	425387.16	316356.94	509852.16	725181.9	732900.1	758815.1	0	13718.367	0	161751.44	229796.72	168792
MALT1	0	0	0	20803.764	0	0	0	0	0	0	0	0	0	0	0
CFDP1	0	0	0	767817.25	803077.5	954135	0	0	0	0	0	0	93121.39	80812.375	28969.992
ZNF629	0	0	0	14745.235	0	14811.391	0	0	0	0	0	0	0	0	0
DAXX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FTSJ1	0	28035.889	25199.262	0	33627.457	0	244734.66	161996.94	273831.72	0	0	0	64297.31	144865.02	49408.59
VTI1B	0	0	0	0	0	0	10426.322	0	0	0	0	0	24641.207	82157.59	42864.945
STK39	5613.92	0	0	0	0	28682.344	0	0	20298.82	0	0	0	28180.75	31753.197	25516.445
ADD3	0	0	0	19533.02	113630	110423.94	1476716.1	1306289.8	1505786.4	0	0	0	224508.06	301664.34	245903.33
LRWD1	0	0	0	49503.113	135943.72	61578.75	0	44582.33	67079.266	0	0	0	116713.94	0	50829.89
CNOT8	0	0	0	22844.02	0	0	0	0	0	0	0	0	20772.902	0	0
C19orf25	0	0	0	0	0	0	67389.36	68936.86	57828.42	0	0	0	56324.527	23691.625	51103.062
IFT172	0	0	0	28368.629	21121.045	0	0	0	0	0	0	0	0	543759.3	0
ABCF2	0	0	10674.854	167579.75	184585.53	140018.16	76319.78	57917.76	132160.94	0	12501.159	10482.075	181599.48	156136.9	208608.92
MTRF1L	0	0	0	0	0	0	0	0	0	0	14052.972	9721.043	0	0	0
TES	0	35711.39	9326.485	6216.55	8206.808	15016.957	104743.43	57214.234	36196.21	30706.555	34886.055	8019.666	7639.7476	46668.613	7617.214
SERGEF	13451.562	17511.494	13759.195	56978.707	71914.12	90011.56	0	29468.934	0	15017.62	19163.332	22714.863	29347.393	52954.58	41236.984
KDM5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WARS2	0	0	0	0	0	16633.203	0	0	0	9922.659	12807.23	0	0	0	0
PARP2	0	0	0	0	14081.836	45235.883	0	0	21109.363	0	0	0	11809.396	0	0
LIMD1	0	0	0	416890.28	475279.1	388273.66	273244.53	294517.8	316863.3	0	0	0	400276.34	408959.7	392094.16
POLL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC63	15578.546	0	0	166734.44	238478.16	211586.1	165122.36	142616.02	132542.4	0	0	20702.447	176360.89	217808.02	147923.84
ZC3H7B	0	0	0	0	0	0	0	0	0	0	0	0	12459.262	12949.562	47869.39
TCF20	0	0	0	842684.94	613541.7	862038.9	0	0	0	0	0	0	0	0	0
HMGXB4	0	0	0	498947.56	452280.16	357668.88	0	0	0	0	0	0	18530.992	8915.789	17730.703
NDRG3	0	15565.613	0	175265.7	135851.05	142977.52	116519.85	107147.125	88688.91	0	12287.666	0	186545.19	135480.03	155700.97
SWAP70	0	0	0	0	0	9415.186	14415.792	0	0	0	0	0	0	0	0
MLX	0	0	0	0	0	0	0	0	0	0	0	20298.84	0	6632.7144	0
SUN2	0	0	0	0	73595.44	0	1784.4066	10745.913	0	0	0	0	11148.865	27936.156	9849.812
RSL24D1	0	15922.154	0	0	0	0	20505.363	0	0	0	0	29493.457	0	0	0
LIMA1	0	9654.831	26457.586	617127.9	482157.28	409367.44	81798.305	151547.02	170463.72	31806.164	47531.258	45026.066	50342.914	260194.2	172543.6
AFF4	0	0	0	109913.555	165652.31	242420.44	0	0	0	0	0	0	0	0	0
SRP68	8534.896	13129.346	11479.84	261397.94	377796.25	226126.08	2278539	344561.28	354912.78	47867.03	48504.996	48655.89	327719.97	3204656	258872.61
MLH3	0	0	0	64053.152	31168.79	59738.758	0	0	0	0	0	0	0	0	0
CHORDC1	68960.484	144056.05	122538.97	389037.2	432692.7	414750.12	411157.28	345119.75	470961.16	85468.56	102020.08	150654.48	394460.78	220024.06	290190.25
TBK1	0	0	0	1857130.4	2071912.2	1780445.6	1399782.1	1215711.9	1617852	0	36088.277	50715.4	2429127	2716272.5	2448701.8
SEPTIN9	0	0	0	180428.1	108916.625	68101.484	804696.56	754516.06	896296	0	0	0	10900.099	57231.023	67092.11
EGFL7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRPS1	0	0	0	960749.2	947661	910189.5	0	0	0	0	0	0	0	0	0
PCYOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX20	0	0	8957.168	1948624.1	1595295.8	1634753.6	203293.9	296014.6	380468.56	0	50952.95	62173.484	548950.2	286861.06	455007.34
ADAMTS1	0	0	0	0	0	0	31782.664	0	0	0	0	0	0	0	0
SFMBT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUFIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEMIP2	0	0	0	0	1272201.5	0	0	7377.771	9964.149	0	0	0	1309886	1892710.5	1171439.8
NARF	0	0	10042.961	360673.06	273971.84	338750.4	45353.625	64736.07	81564.86	0	0	0	41645.07	111225.016	79191.42
BCAP29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BAIAP2L1	8559.852	3505.005	0	179675.31	127308.52	74315.2	609426.5	421618.3	629981.44	0	0	0	296371.75	360235.2	459528.34
SAP30BP	0	0	0	461000.53	329619.5	325388.56	0	0	0	0	11954.893	0	41464.816	51354.93	31425.2
PFDN2	0	0	0	0	0	0	47680	37699.973	46164.105	6260.538	23068.05	24835.24	0	0	0
GPN3	0	0	0	37547.836	0	0	0	9114.877	0	0	0	0	0	0	0
SLC12A6	0	0	0	0	0	0	61487.098	42107.11	116806.16	0	0	0	645234.6	542333.75	513988.03
PUF60	0	0	0	869453	833152.7	709305.5	13634.493	0	0	0	0	4213.7656	0	0	12993.004
NRBP1	5386.8584	0	0	0	38579.15	25851.41	0	12519.244	0	0	0	0	22631.668	0	17173.623
ENOPH1	0	3308.679	0	26856.035	62298.133	24909.24	14552.967	22707.08	30397.492	9647.703	11053.844	0	45717.402	20575.744	24866.537
NDUFA12	0	0	0	0	0	0	0	3916.3477	0	105629.59	231383.95	196151.61	0	0	0
EIF2B4	6838.442	8608.484	0	0	13317.932	0	27734.135	0	15616.129	13486.021	16570.582	17379.242	0	0	0
